IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
107.21.146.204,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe112-front01-iad01.transport.home.nest.com,czfe112-front01-iad01.transport.home.nest.com,None,None,183,43108,78,25936,105,17172
107.23.175.250,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe120-front01-iad01.transport.home.nest.com,czfe120-front01-iad01.transport.home.nest.com,None,None,62,14556,20,9672,42,4884
142.250.201.174,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,106,9238,50,4586,56,4652
18.204.152.154,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe87-front01-iad01.transport.home.nest.com,czfe87-front01-iad01.transport.home.nest.com,None,None,126,41980,57,25981,69,15999
18.204.60.159,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe49-front01-iad01.transport.home.nest.com,czfe49-front01-iad01.transport.home.nest.com,None,None,27,7024,15,5585,12,1439
18.204.62.133,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe62-front01-iad01.transport.home.nest.com,czfe62-front01-iad01.transport.home.nest.com,None,None,41,12653,17,8851,24,3802
18.205.174.64,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe98-front01-iad01.transport.home.nest.com,czfe98-front01-iad01.transport.home.nest.com,None,None,56,17697,26,10198,30,7499
18.205.224.178,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe30-front01-iad01.transport.home.nest.com,czfe30-front01-iad01.transport.home.nest.com,None,None,83,24895,39,16258,44,8637
18.208.2.216,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe82-front01-iad01.transport.home.nest.com,czfe82-front01-iad01.transport.home.nest.com,None,None,16,6792,7,5184,9,1608
18.209.26.40,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe06-front01-iad01.transport.home.nest.com,czfe06-front01-iad01.transport.home.nest.com,None,None,20,7118,9,5347,11,1771
18.209.53.160,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe29-front01-iad01.transport.home.nest.com,czfe29-front01-iad01.transport.home.nest.com,None,None,24,6826,14,5519,10,1307
18.209.86.148,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe69-front01-iad01.transport.home.nest.com,czfe69-front01-iad01.transport.home.nest.com,None,None,84,24925,38,16194,46,8731
18.210.159.117,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe37-front01-iad01.transport.home.nest.com,czfe37-front01-iad01.transport.home.nest.com,None,None,22,7226,11,5455,11,1771
18.210.177.236,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe53-front01-iad01.transport.home.nest.com,czfe53-front01-iad01.transport.home.nest.com,None,None,20,7106,9,5335,11,1771
18.210.177.46,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe59-front01-iad01.transport.home.nest.com,czfe59-front01-iad01.transport.home.nest.com,None,None,21,6660,11,5349,10,1311
18.210.25.50,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe45-front01-iad01.transport.home.nest.com,czfe45-front01-iad01.transport.home.nest.com,None,None,97,28876,44,16890,53,11986
18.210.94.215,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe04-front01-iad01.transport.home.nest.com,czfe04-front01-iad01.transport.home.nest.com,None,None,66,23027,31,15098,35,7929
216.239.35.0,Support,None,None,None,None,"GOOGLE, US",US,time.nest.com,time.nest.com,None,None,70,6300,35,3150,35,3150
3.83.229.35,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe121-front01-iad01.transport.home.nest.com,czfe121-front01-iad01.transport.home.nest.com,None,None,60,21201,27,14631,33,6570
34.231.209.135,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe24-front01-iad01.transport.home.nest.com,czfe24-front01-iad01.transport.home.nest.com,None,None,213,49907,100,27208,113,22699
34.237.131.21,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe93-front01-iad01.transport.home.nest.com,czfe93-front01-iad01.transport.home.nest.com,None,None,109,35763,44,16787,65,18976
34.239.79.85,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe81-front01-iad01.transport.home.nest.com,czfe81-front01-iad01.transport.home.nest.com,None,None,157,44213,71,23371,86,20842
35.168.175.128,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe85-front01-iad01.transport.home.nest.com,czfe85-front01-iad01.transport.home.nest.com,None,None,62,15891,26,10610,36,5281
35.169.204.9,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe39-front01-iad01.transport.home.nest.com,czfe39-front01-iad01.transport.home.nest.com,None,None,69,23729,31,15626,38,8103
35.171.116.112,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe61-front01-iad01.transport.home.nest.com,czfe61-front01-iad01.transport.home.nest.com,None,None,44,13842,17,10554,27,3288
35.171.141.52,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe19-front01-iad01.transport.home.nest.com,czfe19-front01-iad01.transport.home.nest.com,None,None,38,13703,15,10489,23,3214
35.171.224.183,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe16-front01-iad01.transport.home.nest.com,czfe16-front01-iad01.transport.home.nest.com,None,None,79,27351,35,16026,44,11325
35.190.54.210,First,"Nest Labs, Inc.",US,None,None,"GOOGLE, US",US,logsink.devices.nest.com,logsink.devices.nest.com,None,None,20316,9277493,9539,2756741,10777,6520752
52.205.228.132,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,squeakydoor.nest.com,squeakydoor.nest.com,None,None,1221,438400,576,329132,645,109268
52.206.238.53,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe67-front01-iad01.transport.home.nest.com,czfe67-front01-iad01.transport.home.nest.com,None,None,62,21987,27,17011,35,4976
52.22.184.96,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,weather.nest.com,weather.nest.com,None,None,8,3957,4,3168,4,789
52.22.4.251,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,weather.nest.com,weather.nest.com,None,None,18,7150,9,5482,9,1668
52.54.204.6,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,weather.nest.com,weather.nest.com,None,None,10,2905,4,2008,6,897
